Judul,URL,Penulis,Tanggal Post,Konten,Dijawab Oleh,Jawaban Dokter,Tanggal Jawaban
Apakah yang dimaksud dengan penyakit gula basah?,https://www.alodokter.com/komunitas/topic/apakah-yang-dimaksud-dengan-penyakit-gula-basah-,Fi*i,"10 November 2023, 08:10","Siang dokter, bapak saya ada luka di kakinya, udah sebulan gak sembuh malah basah terus.. udah saya coba obatin ke mantri katanya bapak saya kena penyakit gula basah, apa sebetulnya yg dimaksud penyakit gula basah itu dok?",dr. Riza Marlina,"Alo, selamat siang penderita diabetes di indonesia kerap mengkategorikan penyakit tersebut kedalam dua jenis yaitu diabetes kering atau gula kering dan diabetes basah atau gula basah. sebenarnya dalam dunia medis tidak ada istilah tersebut, diabetes ada 3 jenis yaitu diabetes tipe 1, diabetes tipe 2 dan diabetes gestasional. meskipun jenis diabetesnya berebda namun kondisi ini sama-sama menandakan bahwa seseorang memiliki kadar gula darah yang tinggi di dalam darah. diabetes basah atau gula basah, menandakan bahwa kondisi ini mengarah pada kondisi penyakit diabetes yang disertai luka pada kaki yang tidak kunjung sembuh. luka diabetes yang tidak ditangani dapat menjadi ulkus diabetikum. kondisi luka ini terjadi akibat diabetes yang tidak terkontrol. maka perlu penanganan diabetes dengan konsumsi obat atau penggunaan insulin tergantung kondisi dan kadar gula darah yang dialami, serta melakukan perawatan luka dan konsumsi obat penangana lukanya. jadi kondisi ayah anda perlu ke dokter penyakit dalam lebih lanjut agar diobati dengan tepat, jika luka dibiarkan bisa menjadi lebih buruk sehingga dapat terjadi amputasi nantinya. jadi segera tengani ke dokter ahli nya agar bisa mencegah terjadinya perburkan. semoga dapat membantu","10 November 2023, 10:56"
Apakah penyakit diabetes ada kemungkinan untuk sembuh?,https://www.alodokter.com/komunitas/topic/apakah-penyakit-diabetes-ada-kemungkinan-untuk-sembuh-,Hu****y,"6 November 2023, 08:48","Ibu saya udah setahun ini dinyatakan terkena diabetes, selama ini dia bergantung sama obat dan juga suntik insulin, sudah setahun ini juga kami berusaha menjaga pola makan ibu.. apakah penyakit diabetes ibu saya masih ada kemungkinan untuk sembuh secara total dok?",dr. Riza Marlina,"Alo, selamat siang diabetes ialah penyakit kronis yang ditandai dengan meningkatnya kadar gula darah. kadar gula dalam darah dikendalikan oleh hormon insulin yang diproduksi pankreas, namun pada penderita diabetes, pankreas tidak mampu memproduksi insulin sesuai kebutuhan tubuh, tanpa insulin sel-sel tubuh tidak dapat menyerap dan mengeloh glukosa menjadi energi sehingga glukosa tidak dapat diserap sel tubuh dengan baik hingga akhirnya glukosa menumpuk dalam darah inilah yang menyebabkan kada gula meningkat dalam darah. faktor resiko terjadinya diabetes ada berapa hal seperti : berusia lebih dari 45 tahun memiliki keluarga dengan riwayat diabetes jarang beraktivitas atau berolahraga memiliki berat badan berlebih asupan makanan yang tidak dijaga seperti tinggi gula atau makan yang manis-manis berlebihan penyakit diabetes dapat ditangani dengan konsumsi obat gula baik secara oral atau insulin. obat ini membantu untuk mengontrol kadar gula darah untuk stabil selain dengan obatan juga harus diimbangi dengan perubahan pola hidup dengan kondisi makanan rendah kalori dan lemak. penyakit ini tidak bisa disembuhkan, namun bisa dikontrol dan dicegah semakin buruk, maka sebaiknya selalu kontrol ulang ke dokter untuk melakukan pengecakan kadar gula darah dan rutin menggunakan atau mengonsumsi obat dari dokter. semoga dapat membantu","6 November 2023, 10:59"
Kenapa pada penderita diabetes perlu cek Hba1c ?,https://www.alodokter.com/komunitas/topic/kenapa-pada-penderita-diabetes-perlu-cek-hba1c--,Jo***n,"2 November 2023, 07:50","Dok, ibu saya kan penderita diabetes ya, terus kemarin pas kontrol dokter menyarankan untuk cek Hba1c itu, Itu untuk apa ya dok? fungsinya? apakah tes itu wajib dok? mohon penjelasannya ya dok, makasih",dr. Riska Larasati,"Terima kasih atas pertanyaannya. Pemeriksaan HbA1cmerupakan salah satu pemeriksaan yang dilakukan untuk Pender diabetes. Pemeriksaan umumnya dilakukan untuk mendiagnosis dan mengontrol diabetes. Meskipun terdapat tes gula darah, namun pemeriksaan HbA1c lebih sensitif karena tidak dipengaruhi oleh kadar gula sementara karena dilakukan pengukuran melalui rata-rata sel darah merah yang berikatan dengan gula darah dalam jangka waktu 3 bulan. 3 bulan merupakan waktu siklus sel darah merah. Pada kondisi mengalami risiko diabetes namun belum terdiagnosis diabetes (prediabetes), maka pemeriksaan HbA1c dapat dilakukan sebagai pemeriksaan yang dianjurkan. Sedangkan bila sudah terdiagnosisdiabetes, pemeriksaan HbA1c dapat digunakan sebagai kontrol pengobatan karena dapat menilai kondisi 3 bulan. Maka sebaiknya bila terdiagnosis diabetes perlu melakukan pemeriksaan HbA1c, setidaknya 3â6 bulan sekali. Prosedurnya pun sama dengan tes darah. Hasil pemeriksaan akan terlihat dengan presentase yaitu: jumlah HbA1c Normal: < 5,7% Prediabetes: 5,7â6,4% Diabetes: 6,5% atau lebih Bila hasil HbA1c makin tinggi maka semakin banyak hemoglobin yang berikatan dengan glukosa. Terima kasih, semoga membantu.","2 November 2023, 08:22"
Bahaya konsumsi makanan gurih pada penderita diabetes,https://www.alodokter.com/komunitas/topic/bahaya-konsumsi-makanan-gurih-pada-penderita-diabetes,Ha**n,"1 November 2023, 14:31","Dok ibu saya punya penyakit diabetes sejak 5 tahun lalu. Dia rutin minum metformin sehari sekali. pola makannya juga sudah dijaga dok, tapi dia masih suka makanan gurih gitu kayak snack2 yg dijual. Bahaya nggak sih dok, kalo ibu saya itu masih konsumsi makanan gurih dok? mohon advicenya ya. terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Penderita diabetes sangat perlu menjaga pola makan dan minumnya dengan baik agar penyakitnya lebih terkontrol. Berikut pola makan dan minum yang perlu dijalani oleh penderita diabetes: Batasi konsumsi makanan yang mengandung tinggi karbohidrat sederhana, misalnya nasi putih, roti putih, tepung-tepungan, kentang, camilan manis, gula Batasi juga konsumsi makanan yang mengandung tinggi lemak jahat, makanan ultraproses, makanan instan, junk food Perbanyak konsumsi makanan yang mengandung tinggi serat dan antioksidan, misalnya buah-buahan, sayur mayur, biji-bijian utuh Konsumsi secukupnya makanan yang mengandung karbohidrat kompleks, protein, dan lemak baik, misalnya daging tanpa lemak, susu low fat, oatmeal, ikan-ikanan, minyak zaitun, minyak kanola Jauhi alkohol Perbanyak minum air putih, batasi kafein dan soda Sejatinya, tidak semua makanan gurih dilarang untuk dikonsumsi penderita diabetes. Kembali lagi, hal ini perlu disesuaikan dengan kandungan gizi dalam makanan itu sendiri. Namun memang, kebanyakan snack yang dijual dan bercitarasa gurih sepatutnya dibatasi bahkan dihindari konsumsinya oleh penderita diabetes. Sebab itu, baiknya Anda beri pemahaman baik-baik pada ibu Anda akan hal ini. Selain itu, agar penyakitnya terkontrol, pastikan juga ia disiplin mengkonsumsi obat sesuai saran dokter, giat berolahraga, jaga berat badan supaya ideal, bijak mengelola stres, dan cukuplah beristirahat. Semoga membantu ya..","1 November 2023, 20:06"
Bagaimana cara mengatasi perilaku kompulsif makanan pada orang dengan diabetes?,https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengatasi-perilaku-kompulsif-makanan-pada-orang-dengan-diabetes-,So****a,"1 November 2023, 10:17","Dok saya mau tanya. Bapak saya kan penderita diabetes ya dok, tapi dia tuh sebentar2 lapar jadi makan terus, padahal kan penderita diabetes itu makannya harus diatur ya dok. apalagi kalau ayah saya lagi stres, dia tidak bisa menngontrol makanan apa yg dikonsumsi dok. Nah saya baca mengenai perilaku kompulsif makanan itu ciri-cirinya sama kayak bapak saya dok.. gimana ya cara mengatasi perilaku kompulsif makanan pada ayah saya ya dok? mohon bantuannya, terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Akibat ketidakmampuan tubuh memproduksi insulin (diabetes mellitus tipe 1) atau akibat resistensi tubuh terhadap kerja hormon insulin (diabetes mellitus tipe 2), penderita diabetes memang tidak bisa memanfaatkan glukosa dengan baik dalam metabolisme sel untuk diubah menjadi energi, melainkan akan terus menumpuk dalam darah. Hal ini berimbas pada munculnya rasa lapar yang terus menerus (polifagia), terlebih jika kadar glukosa tersebut tidak dikontrol. Kondisi seperti yang bapak Anda alami tidak selalu menandakan gangguan makan kompulsif. Namun memang, selain karena diabetesnya, kesulitan mengendalikan rasa lapar ini bisa pula diperparah oleh beragam faktor lain, seperti stres atau cemas yang berlebihan, bulimia, pengaruh obat, fluktuasi hormon, dan sebagainya. Saran kami, kondisi bapak Anda cobalah diperbaiki dulu dengan: Beri beliau pengertian agar mau menangani diabetesnya dengan rutin berobat ke dokter Sadarkan beliau potensi bahayanya jika diabetesnya tidak dikontrol, seperti bisa membuat gangguan di ginjal, mata, syaraf, sistem imun, dan beragam sistem organ lainnya Ajak beliau aktif berolahraga, bermeditasi, dan melakukan beragam aktifitas lain agar rasa laparnya teralihkan Bantu tenangkan pikiran beliau, ingatkan beliau agar beristirahat cukup Jauhkan beliau dari rokok, alkohol, serta tidak sembarangan memberi beliau obat dan herba selain dari dokter Bantu atur pola makan beliau, jangan sediakan makanan berindeks glikemik tinggi secara berlebihan di sekitar beliau (seperti nasi putih, roti putih, kentang, lontong, bubur, camilan manis), perbanyak memberi beliau makanan yang mengandung tinggi serat, antioksidan, dan secukupnya protein, lemak baik, serta karbohidrat kompleks Semoga membantu ya..","1 November 2023, 15:04"
Apakah orang dengan diabetes boleh minum kopi?,https://www.alodokter.com/komunitas/topic/apakah-orang-dengan-diabetes-boleh-minum-kopi-,Sh***n,"31 Oktober 2023, 12:56","Numpang tanya ya dokter, kakek saya penederita diabetes ini ketauan baru seminggu ini. Pengen minum kopi, sebelum ketauan sakit dia minum kopi sehari 1 cangkir. Apakah orang dengan penyakit diabetes boleh minum kopi dokter?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Penderita diabetes sejatinya tidak dilarang mutlak mengkonsumsi kopi. Justru, beragam studi menyebutkan, bahwa konsumsi kopi bisa menurunkan risiko terjadinya diabetes mellitus tipe 2 (jenis diabetes yang tersering). Hanya saja, pada orang yang terlanjur mengalami diabetes, memang konsumsi kopi tidak bisa sembarangan. Sebab, kebanyakan kopi diberikan tambahan pemanis, yang bisa membuat kadar gula darah meningkat drastis jika dikonsumsi berlebihan. Jadi, jika pun ingin meminum kopi, baiknya pilihlah yang tawar dan tidak mengandung pemanis apapun. Bukan hanya kopi, konsumsi beragam jenis makanan dan minuman lain juga perlu diperhatikan pada penderita diabetes. Berikut anjuran pola makan dan minum yang bisa diterapkan: Batasi konsumsi makanan yang mengandung indeks glikemik tinggi, misalnya nasi putih, roti putih, kentang, camilan manis Batasi konsumsi makanan yang mengandung lemak jahat, misalnya goreng-gorengan, jeroan, kulit hewan Konsumsi secukupnya makanan yang mengandung tinggi protein, lemak baik, dan karbohidrat kompleks, misalnya biji-bijian utuh, daging tanpa lemak, ikan-ikanan, minyak zaitun, susu low fat, oatmeal Konsumsi lebih banyak makanan yang mengandung tinggi serat dan antioksidan, misalnya buah-buahan, sayur mayur Konsumsi cukup air putih Lebih jelasnya, diskusikan kembali hal ini dengan dokter yang merawat kakek Anda ya.. Semoga membantu.","31 Oktober 2023, 17:45"
"Hamil tapi punya penyakit diabetes sebelumnya, apa yang harus dilakukan?",https://www.alodokter.com/komunitas/topic/hamil-tapi-punya-penyakit-diabetes-sebelumnya--apa-yang-harus-dilakukan-,Ug***a,"31 Oktober 2023, 14:07","Dokter, istri saya kan menderita diabetes, trs sekarang lagi hamil muda, ini kehamilan anak k-3 kami dok. Diabetesnya sampe skrg konsumsi obat juga. hamil tapi punya diabetes sebelumnya, apa yang harus dilakukan? nanti kiranya bahaya gak ya dok untuk janin dan kondisi istri saya nanti? mohon pencerahannya ya dokter?",dr. Riska Larasati,"Terima kasih atas pertanyaannya. Mempunyai riwayat penyakit diabetes sebelum kehamilan disebut sebagai diabetes pregestational. Kondisi ini ditandai dengan adanya peningkatan gula darah. Sedangkan bila sebelumnya tidak memiliki riwayat diabetes dan kemudian muncul penyakit diabetes saat hamil maka terjadi diabetes gestasional. Pada diabetes gestasional, risiko terjadi karena beberapa hal seperti memiliki berat badan berlebih atau obesitas, kemudian tekanan darah tinggi, terdapat riwayat diabetes pada keluarga, konsumsi makanan tinggi gula dan sebagainya. Bila mengalami diabetes pada saat kehamilan, hal ini dapat berisiko antara lain: Berat lahir bayi besar Mengalami preeklampsia Risiko diabetes di kemudian hari Bayi lahir prematur Risiko hipoglikemia pada janin Risiko mengalami penyakit kuning Dan sebagainya Maka dari itu bila mempunyai riwayat diabetes sebaiknya melakukan kontrol ke dokter kandungan terhadap kehamilan ini agar kondisi janin dapat terpantau serta dapat diberikan penanganan yang sesuai seperti pengaturan diet, konsumsi obat yang sesuai, melakukan olahraga dan sebagainya. Terima kasih, semoga membantu.","31 Oktober 2023, 17:11"
Berapa target gula darah yang dianjurkan untuk pria dewasa?,https://www.alodokter.com/komunitas/topic/berapa-target-gula-darah-yang-dianjurkan-untuk-pria-dewasa-,Ta*****a,"31 Oktober 2023, 10:37","Alodokter, dok sodaraku pria usia 41 th, kemaren cek darah hasil gula darahnya mencapai 520 katanya dok, dan udah minum obat sekrang, simvastatin. kira-kira berapa target gula darah yang dianjurkan?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaanya. Kadar gula darah orang dewasa normalnya ialah kurang dari 124 mg/dL saat berpuasa (GDP/ gula darah puasa) dan kurang dari 200 mg/dL saat tidak berpuasa (GDS/ gula darah sewaktu dan GD2PP/ gula darah 2 jam postprandial). Adapun kadar gula darah saudara Anda yang terlampau tinggi umumnya menandakan ia mengalami diabetes. Kondisi ini harus segera ditangani agar tidak terlanjur berkembang menjadi komplikasi yang berbahaya, seperti gangguan syaraf, ginjal, mata, sistem imun, dan sebagainya. Simvastatin sejatinya merupakan obat penurun kolesterol, dan bukanlah penurun gula darah. Saran kami, Anda dampingi saudara Anda periksa dulu ke dokter agar diberikan pengobatan yang tepat. Sembari itu, Anda bisa arahkan ia agar: Membenahi pola makannya: Kurangi konsumsi makanan yang mengandung tinggi gula sederhana, seperti roti putih, nasi putih, tepung-tepungan, camilan manis, gula Kurangi juga konsumsi makanan yang mengandung tinggi lemak jahat, seperti goreng-gorengan, jeroan, kulit hewan Cukup mengkonsumsi makanan yang mengandung karbohidrat kompleks (seperti gandum, biji-bijian utuh), protein (seperti daging tanpa lemak, ikan-ikanan, kacang-kacangan), lemak baik (seperti minyak zaitun, ikan berlemak, minyak kanola, alpukat), serat dan antioksidan (seperti buah-buahan, sayur-sayuran) Minum cukup air putih Giat berolahraga, setidaknya 30 menit setiap 2 hari sekali, jaga berat badan supaya ideal Bijak mengelola stres Tidur cukup Tidak merokok atau mengkonsumsi alkohol Tidak juga meminm sembarang obat dan herba selain dari dokter Semoga membantu ya..","31 Oktober 2023, 16:03"
Kapan waktu terbaik untuk mengecek kadar gula darah?,https://www.alodokter.com/komunitas/topic/kapan-waktu-terbaik-untuk-mengecek-kadar-gula-darah-,Ro**n,"31 Oktober 2023, 11:19","Dokter mau tanya dong dokter, saya curiga deh tubuh saya ini kadar gulanya tinggi. saya kan akhir2 ini sering mengantuk padahal jam tidur saya udah benar. Kira-kira kapan waktu terbaik untuk mengecek kadar gula darah ya dokter?",dr. Riza Marlina,"Alo, selamat siang sebaiknya tidak self diagnosis ya, dimana suka mengantuk padahal sudah tidur yang cukup di malam hari dan kualitas tidur yang baik namun tetap merasa mengantuk. kondisi ini tidak selamanya pertanda anda mengalami kadar gula darah yang tinggi atau diabetes, kadar gula darah tinggi dapat ditegakan diagnosisnya dari beberapa gejala dan hasil pemeriksaan kadar gula darah yang meningakat. untuk kondisi mudah mengantuk hal ini dapat disebabkan oleh beragam hal penyebab seperti : gangguan elektrolit sindrom kelelahan kronis mengalami gangguan psikologis seperti sters berat, cemas dan depresi efek samping obat penanganan suka mengantuk memang harus sesuai penyebab yang mendasari. ada beberapa tips yang dapat anda lakukan untuk mengatasi hal ini seperti : tidur yang cukup yaitu 7-9 jam setiap malam konsumsi makanan bernutrsi seimbang dan kurangi makanan tinggi gula rutin melakukan olahraga setidaknya 30 menit setiap hari lekukan relaksasi untuk mengurangi stres konsumsi air putih 2 liter sehari minimal namun anda juga tidak masalah melakukan pemeriksaan kesehatan di laboraturim terdekat untuk melakukan pemeriksaan darah termasuk pemeriksaan kadar gula darah, namun sebelum itu sebaiknya anda puasa terlebih dahulu antara 8-12 jam sebelum menjalani tes. jika kadar gula darah anda tinggi dan anda tetap merasa mengantuk setelah melakukan tips diatas anda bisa temui dokter secara langsung untuk mendapatkan pemeriksaan lebih lanjut sehingga dapat ditangani dengan tepat. semoga dapat membantu","31 Oktober 2023, 14:17"
Kenapa orang dengan diabetes berisiko kena asam urat?,https://www.alodokter.com/komunitas/topic/kenapa-orang-dengan-diabetes-berisiko-kena-asam-urat-,Co*****a,"31 Oktober 2023, 08:49","Dokter, saya mau bertanya mamaku kan punya riwayat sakit diabetes, udah minum obat rutin dan pola makan juga terkontrol. tapi kemaren cek rutin bulanan mama saya dinyatakan hasilnya kena asam urat juga masa dok. Kenapa orang dengan penyakit diabet berisiko kena asam urat sih dokter?",dr. Riza Marlina,"Alo, selamat siang asam urat atau gout ialah suatu kondisi radang sendi yang disertai dengan peningkatan kadar asam urat di dalam darah. normlanya asam urat ini seharusnya ikut larut dalam darah dan terbuang ketika buang air kecil. namun ada beberapa kondisi menyebabkan seseorang mengalami kelibahan kadar asam urat. bukan hanya pola makan dan gaya hidup menjadi penyebabnya, kondisi medis tertentu juga bisa menjadi penyabab mengalami asam urat. salah satunya kondisi medis diabetes yang bisa meningkatkan resiko terjadi penyakit asam urat. orang yang mengidap penyakit diabetes memiliki resiko lebih tinggi untuk mengalami kadar asam urat tinggi atau disebut dengan hiperurisemia dan orang dengan kondisi asam urat juga akan lebih beresiko mengalami diabetes. umumnya kondisi ini rentan terjadi pada penderita yang kadar gula darahnya tidak terkontrol dan merupakan salah satu komplikasi dari penyakit diabetes, dimana pada kondisi diabetes tidak terkontrol jangka panjang akan menyebabkan gangguan pada ginjal sehingga tubuh tidak dapat mengeluarkan asam urat yang berlebih melalui air seni. perubahan gaya hidup dapat membantu menurunkan kadar asam urat dan mengontrol kadar gula dalam darah, maka selalu jaga pola makan, lakukan diet terbaik dengan kurangi atau batasi makanan tinggi purin, rutin olahraga, penuhi asupan cairan dan kontrol kesehatan terutama memiliki penyakit seperti diabetes dan asam urat. semoga dapat membantu","31 Oktober 2023, 11:14"
Apakah kombucha bisa menurunkan gula darah?,https://www.alodokter.com/komunitas/topic/apakah-kombucha-bisa-menurunkan-gula-darah-,Zi*****e,"31 Oktober 2023, 08:44","Dok kemarin saya lihat ditiktok ada orang yang pelihara kombucha, katanya itu bisa menurunkan gula darah dokk? emang benar ya dok? berarti penderita diabetes boleh konsumsi itu ya dok? mohon arahannya ya dok.","dr. Fadhilah Az Zahro, IBCLC, CIMI","Terimakasih sudah mengajukan pertanyaan kepada Alodokter. Kondisi meningkatnya kadar gula darah dapat disebabkan oleh berbagai hal.Kadar gula darah dikatakan terlalu tinggi apabila melebihi 200 mg/dL(hiperglikemia).Gula darah yang tinggi sering dialami oleh penderitadiabetesyang tidak menjalani gaya hidup sehat, misalnya: Terlalu banyak makan. Kurang berolahraga. Lupa mengonsumsi obat diabetes atau insulin. Stres. Terjadinya infeksi. Mengonsumsi obat-obatan tertentu. Terkait pertanyaan anda: Kombucha merupakan minuman fermentasi kaya akan antioksidan dan probiotik. Beberapa manfaat dari meminum minuman ini adalah : menjaga kesehatan pencernaan, mencegah kanker, menurunkan kadar gula darah, menurunkan terjadinya penyakit jantung dan ginjal. Beberapa hal yang perlu diwaspadai yaitu masih dimungkinkan terjadinya kesalahan dalam proses pembuatan bisa menyebabkan teh kombucha terkontaminasi bakteri berbahaya yang dapat menyebabkankeracunan. Beberapa efek samping teh kombucha dapat berupa sakit kepala dan mual, jika diminum terlalu banyak. Sebaiknya tidak dikonsumsi ibu hamil, bayi dan anak-anak, pecandu alkohol, penderita penyakit hati, serta orang dengan sistem kekebalan tubuh yang lemah. Anda tetap dianjurkan untuk mengonsultasikan hasil pemeriksaan gula darah dan rutin kontrol pada dokter yang merawat.Anda dapat pula mengkonsultasikan pada dokter yang merawat sebelum mengonsumsi teh kombucha. Beberapa hal lainnya yang perlu dilakukan adalah: Menjalani gaya hidup sehat dengan minum sesuai kebutuhan dan makan makanan bergizi. Pemeriksaan gula darah hendaknya dilakukan dengan bijak dan sesuai dengan kebutuhan sesuai dengan saran dokter. Rutin kontrol dengan dokter yang merawat. Demikian informasi yang dapat saya sampaikan. Semoga menjawab pertanyaan anda. Salam sehat sukses selalu.","31 Oktober 2023, 10:44"
Apakah penderita diabetes boleh melakukan donor darah?,https://www.alodokter.com/komunitas/topic/apakah-penderita-diabetes-boleh-melakukan-donor-darah-,Cy***s,"31 Oktober 2023, 08:08","Dok saya penderita diabetes dan saat ini sedang konsumsi metformin, sebagai obat rutin. Apakah saya boleh donor darah dok? mohon dijawab ya dok.. terima kasih",dr. Riza Marlina,"Alo, selamat pagi donor darah ialah suatu tindakan kemanusian yang dilakukan untuk banyak orang yang dimana ia memberikan atau menyumbangkan darah secara sukarela. untuk menjadi pendonor darah sayangnya tidak semua orang bisa mendonorkan darahnya karena proses donor darah sebaiknya harus lancar dan aman baik bagi pendonor maupun penerima donor. maka ada beberapa syarat yang harus dipenuhi untuk menjadi pendonor seperti : usia 17-60 tahun memiliki berat badan minimal 45 kg memiliki tekanan darah normal atau berkisar antara 90/60-150/80 mmHg memiliki kadar Hb sekitar 12,5-17 g/dl jarak waktu donor darah terakhir minimal 3 bulan atau 12 minggu jika sebelumnya sudah pernah menjadi pendonor darah tidak sedang dalam kondisi sakit bersedia menyumbangkan darah sacara sukarela dengan menyetujuhi informed consent selain itu pendonor darah juga harus memiliki kondisi kesehatan yang baik dan tidak memiliki penyakit tertentu yang dapat menular melalui darah, dan juga ada beberapa penyakit tertentu tidak dianjurkan melakukan donor darah salah satunya penyakit diabetes. namun anda jangan khawatir penyakit ini tetap bisa melakukan donor darah asalkan memenuhi syarat untuk memberikan donor darah dan harus memiliki kadar gula darah yang terkontrol atau terkendali dan berada dalam kondisi kesehatan yang baik secara keseluruhan. umumnya sebelum melakuakn donor darah akan diperiksa terlebih dahulu jika memenuhi maka anda bisa melakukan donor darah, jadi pastikan dulu kadar gula darah anda terkendali dan anda dalam keadaan sehat. semoga dapat membantu","31 Oktober 2023, 10:10"
Kenapa penderita diabetes dianjurkan untuk melakukan vaksinasi influenza?,https://www.alodokter.com/komunitas/topic/kenapa-penderita-diabetes-dianjurkan-untuk-melakukan-vaksinasi-influenza-,Jo***n,"31 Oktober 2023, 07:53","Mama saya punya riwayat sakit diabetes, dan jarang terkena flu. ini juga gak kena flu padahal musim lagi buruk. kemaren baca2 info di internet penderita penyakit diabetes dianjurkan untuk melakukan vaksin influenza. Kenapa begitu ya dok? apakah itu perlu dokter?",dr. Riza Marlina,"Alo, selamat pagi flu ialah penyakit yang umum terjadi di sepanjang tahun terutama selama musim pancaroba. penyakit ini disebabkan oleh infeksi virus yang menyerang hidung, tenggorokan dan paru-paru. flu ialah penyakit infeksi saluran pernapasan yang mudah menular. penyakit ini memang umum terjadi dan bisa sembuh dengan sendirinya dengan daya tahan tubuh yang baik, namun penyakit ini juga bisa menyebabkan komplikasi serius terutama pada orang yang memiliki daya tahan tubuh rendah atau lemah seperti anak-anak, lansia dan orang yang mengidap penyakit seperti diabetes, pemyakit jantung dan HIV. untuk mencegah flu ini salah satunya dengan melakukan vaksin flu terutama lansia dan yang mengidap penyakit diabetes dan jantung. penderita diabetes, walau kadar gula darahnya terjaga dengan baik atau terkontrol tetap beresiko tinggi mengalami komplikasi flu jadi yang diwasapadai itu komplikasi flunya, komplikasi yang bisa terjadinya itu pneumonia, infeksi sinus dan infeksi telinga akut. rentan mengalami komplikasi karena diabetes bisa membuat daya tahan tubuh kurang efektif dalam melawan infeksi. flu juga dapat meningkatkan kadar gula darah, namun terkadang beberapa orang juga ydak nafsu makan yang bisa menyebabkan kadar gula darah menjadi turun. jadi memang dianjurkan untuk melakukan vaksin flu ini yang biasanya dilakukan 1 tahun sekali. untuk lebih lanjutnya bisa konsultasikan kembali dengan dokter yang menangani penyakit diabetes ibu anda. semoga dapat membantu","31 Oktober 2023, 08:27"
Apa saja buah-buahan tinggi karbohidrat yang tidak boleh dikonsumsi penderita diabetes?,https://www.alodokter.com/komunitas/topic/apa-saja-buah-buahan-tinggi-karbohidrat-yang-tidak-boleh-dikonsumsi-penderita,Es****a,"30 Oktober 2023, 10:12","Siang dokter, dok di keluarga saya ada beberapa orang yg punya sakit diabetes. Saya mau jenguk dok, di RS. tp setau saya org yg menderita diabetes itu gak boleh asal sembarangan makan makanan jg pilih2. buah2an tinggi karbohidrat yang tidak boleh di konsumsi penderita diabetes itu buah apa saja dokter?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Penderita diabetes memang mesti menjaga pola makannya dengan baik. Sebab, salah-salah, konsumsi makanan yang tidak tepat bisa membuat kadar gula dalam darahnya meningkat drastis, dan memicu beragam keluhan, seperti lemas, sering mengantuk, sering buang air kecil, sering haus, serih lapar, mudah kesemutan, mudah mengalami infeksi, dan sebagainya. Lebih lanjut, diabetes yang tidak terkontrol bisa juga meningkatkan risiko munculnya kerusakan beragam organ, seperti ginjal, syaraf, mata, dan sebagainya. Adapun beberapa anjuran makan bagi penderita diabetes yakni: Batasi atau hindari konsumsi makanan yang mengandung tinggi indeks glikemik, misalnya nasi putih, bubur, roti, cake, tepung-tepungan, kentang, camilan manis Konsumsi secukupnya makanan yang mengandung karbohidrat kompleks, protein, dan lemak baik, misalnya oatmeal, daging tanpa lemak, ikan-ikanan, susu low fat, biji-bijian utuh Konsumsi variasi buah dan sayur mayur yang mengandung kaya serat dan antioksidan --- Beberapa jenis buah memang diketahui mengandung indeks glikemik cukup tinggi, misalnya mangga, pisang, nanas, dan semangka. Namun, dibanding makanan yang telah disebutkan sebelumnya, kadar indeks glikemik dalam buah ini sejatinya relatif rendah. Karenanya, buah apapun sejatinya baik dikonsumsi oleh penderita diabetes, asal dalam batas wajar. Agar kadar indeks glikemiknya lebih rendah, baiknya penderita diabetes mengkonsumsi buah secara langsung, tanpa perlu dibuat jus, buah kalengan, atau olahan lainnya. Minum cukup air putih, kecuali jika dokter menganjurkan lain (biasanya pada penderita diabetes yang sudah terganggu fungsi ginjalnya) Batasi kafein dan soda, jauhi alkohol Jauhi kebiasaan makan makanan instan dan ultraproses Anjuran pola makan di atas bisa saja berbeda tergantung kondisi penderita itu sendiri. Karenanya, untuk lebih jelasnya, hal ini bisa dikonsultasikan langsung ke dokter atau ahli gizi yang merawat ya.. Semoga membantu.","30 Oktober 2023, 15:07"
